,Date-Time,content,content_type,movie_popularity_factor,children_popularity_factor,adults_popularity_factor,retirees_popularity_factor,movie_budget,box_office_revenue,n_ad_breaks,prime_time_factor,children_baseline_view_count,children_expected_view_count,children_true_view_count_0,children_true_view_count_1,children_true_view_count_2,children_true_view_count_3,children_true_view_count_4,children_true_view_count_5,children_true_view_count_6,children_true_view_count_7,children_true_view_count_8,children_true_view_count_9,adults_baseline_view_count,adults_expected_view_count,adults_true_view_count_0,adults_true_view_count_1,adults_true_view_count_2,adults_true_view_count_3,adults_true_view_count_4,adults_true_view_count_5,adults_true_view_count_6,adults_true_view_count_7,adults_true_view_count_8,adults_true_view_count_9,retirees_baseline_view_count,retirees_expected_view_count,retirees_true_view_count_0,retirees_true_view_count_1,retirees_true_view_count_2,retirees_true_view_count_3,retirees_true_view_count_4,retirees_true_view_count_5,retirees_true_view_count_6,retirees_true_view_count_7,retirees_true_view_count_8,retirees_true_view_count_9,ad_slot_price
222,2024-10-02 08:30:00,Advert,Advert,0.5816544706293354,0.5816545,0.3489927,0.3489927,60000000.0,141702264.0,3.0,1.0,0.0048726577195833,0.0028342032895554,0.0039701876542373,0.0121198055839048,0.0037653517633186,0.0,0.0084588081754416,0.0,0.0037260415740822,0.0,0.0030342759267374,0.0042407644745223,0.0189742441373863,0.0066218726919656,0.0085201526251618,0.0040102894218884,0.0082716228533128,0.0087686250341212,0.0076100823182262,0.0019471266960034,0.0079982484534261,0.0,0.0085401859315987,0.0048555687409601,0.0051787052657816,0.0018073303332093,0.002412250789138,0.0014987702141887,0.0021762841714057,0.0,0.0012386608495137,0.0001500262012853,0.0027300662352528,0.0015541835763266,0.0013916966865026,0.003519120435007,108680.91
228,2024-10-02 09:00:00,Advert,Advert,0.5816544706293354,0.5816545,0.3489927,0.3489927,60000000.0,141702264.0,3.0,1.0,0.0020380803516191,0.0011854586078808,0.0030384443786094,0.0075902239073332,0.0014724490843568,0.0,0.0076841576547708,0.0020720202625348,0.0035897182370974,0.0004169995132091,0.0024981770681371,0.0045071644961884,0.0207604839664048,0.0072452573527423,0.0070528324752869,0.0144218439266159,0.0071366617590292,0.0066024904881475,0.0066422718118887,0.0042505002611176,0.0048765978712649,0.0077585473530215,0.0045567026744993,0.0039898717039836,0.0064915433914067,0.0022655012553342,0.0030280190937155,0.0012867994758686,0.0033971180070263,0.0008877252036081,0.0015104107504124,0.0005931561094018,0.0009314579973852,0.0,0.0004486336986951,0.0033222132666073,108680.91
235,2024-10-02 09:35:00,Advert,Advert,0.3427117654119261,0.1370847,0.3427118,0.3427118,16000000.0,12434778.0,4.0,1.0,0.0005580327273557,7.649774901974858e-05,0.0005688980062059,0.0,0.0,0.0,0.0009614324763686,0.0009554593487574,0.0,0.0,0.0,0.0010058868830221,0.0234594822572496,0.0080398413914501,0.0037579839009749,0.0088018240413141,0.0186781960700078,0.008241707773577,0.0089016594267103,0.0119492955545462,0.0031892974098699,0.0117654729598458,0.0124890652043628,0.0098225199907213,0.0082875349088609,0.0028402360061785,0.0049415933814311,0.0013254106626357,0.0011278417202847,0.0037873001427926,0.0037429621191111,0.0023136813467131,0.005008595505846,0.0014998967658314,0.0031509024844908,0.0027632090035422,16330.43
241,2024-10-02 10:05:00,Advert,Advert,0.3427117654119261,0.1370847,0.3427118,0.3427118,16000000.0,12434778.0,4.0,1.0,0.0001900153240193,2.6048193688594093e-05,0.0001951344650119,0.0010904808547618,0.0012246596225683,0.0009902836534453,0.0008404052915738,0.0,0.0003493768148644,0.0012819254119592,0.0,0.0,0.0262774936437285,0.0090056071461307,0.0137359769334187,0.0083082367906578,0.0102319571605948,0.0127063181843576,0.0086100081301218,0.0106289178052438,0.0085076089614326,0.0036129210211025,0.0088757740766272,0.0054980621260789,0.0100476549665395,0.0034434499193617,0.0058944424564881,0.0044264517280008,0.0035148993298477,0.0016438087238461,0.0026961751243051,0.0014627538679469,0.005239852028437,0.0008967553183055,0.0043458552820029,0.0032688334522103,16330.43
247,2024-10-02 10:35:00,Advert,Advert,0.3427117654119261,0.1370847,0.3427118,0.3427118,16000000.0,12434778.0,4.0,1.0,0.0001640720417704,2.2491766624483047e-05,0.0010421013776031,0.0015482494248121,0.0,0.0005368277414477,0.0,0.0,0.0,3.2978145987289106e-05,0.0005644939191681,0.0004399347134501,0.0295331882439986,0.0101213721028396,0.0075990096082505,0.0065048383919383,0.0095492514129177,0.0099940863943288,0.0131495616476189,0.0056763824123399,0.0119693549958409,0.0038245886713502,0.0101688431323159,0.0,0.0119935036973699,0.0041103152404323,0.0069460423216654,0.0043736258933254,0.0011686725096041,0.0042999228910759,0.0044413316336104,0.0030987923964079,0.0059440518046385,0.0035715499454776,0.0024748427652888,0.002876223209136,16330.43
253,2024-10-02 11:05:00,Advert,Advert,0.3427117654119261,0.1370847,0.3427118,0.3427118,16000000.0,12434778.0,4.0,1.0,0.0003054463192595,4.187201704180203e-05,0.0,0.000605188058633,0.000541680228181,0.0004654082407343,0.0009415586577524,0.0004994446689524,0.0024635563585669,0.0005129957612086,0.0011593831228946,0.0,0.0331920785509231,0.0113753169859282,0.0043400230974672,0.011218627663106,0.0079483702620427,0.0150087579745929,0.0103114338872108,0.012994989110447,0.0074586716070454,0.0112911566826085,0.0077603634758995,0.0176647967763467,0.0140946646898499,0.0048304079062549,0.0064868478877355,0.0057398054785316,0.0047622324574361,0.003073570753808,0.0057197654785131,0.0040290779169775,0.0031891014505231,0.0020317883875394,0.0057637319477364,0.0055416141022377,16330.43
260,2024-10-02 11:40:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0006858519858659,0.0002342059020818,0.0026264684640278,0.0008107141343591,0.0,0.0024842091482797,0.0,0.0009028198808773,0.0006158825824464,0.0,0.0018148289985004,0.0005175726813335,0.0379126220917057,0.0215774418780472,0.0228316824508746,0.0234095538921433,0.0265881366817826,0.0220826855730869,0.0305791312963248,0.0260162576198051,0.0172162451826786,0.019262891167352,0.0241654152073788,0.0185536585146612,0.0166831955141983,0.0075960073980545,0.0080912441947286,0.0096434667745094,0.0048333911216546,0.00579922457969,0.0073695495007418,0.0031881331902773,0.0081522404156915,0.0033496786696633,0.0070991618715161,0.0049143530523865,14657.14
266,2024-10-02 12:10:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0012942526876031,0.0004419636079923,0.0012436005372375,0.0,0.0012195887814289,0.0014562260586262,7.512834563837899e-05,0.0011740024421705,0.002721796741375,0.0,0.0002656660086057,0.000427729284928,0.0422857993090498,0.0240663749041353,0.0256508916713506,0.0287819742509546,0.0235391388862491,0.031025119949868,0.0283016739864574,0.0230053882670126,0.0175343746736765,0.0197184741072182,0.0314118663449812,0.0218377681188298,0.0189537306064319,0.0086298022333108,0.0103919983177606,0.0064780518225799,0.0042485407496868,0.0077904250527289,0.0101579988886959,0.0056986293037132,0.0093959005423777,0.004200067697883,0.0081770852932944,0.0081675167557783,14657.14
272,2024-10-02 12:40:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0022952282727866,0.0007837784524792,0.0003956538539628,0.0,0.0,0.0,0.0019942262231912,0.0026970779900675,0.0011099445761943,0.0,0.0014584468325149,0.000972293868053,0.0468949415332294,0.0266896041339502,0.0235978092798196,0.0218118462650517,0.0238795345987467,0.0221600926826976,0.0354484478991942,0.0256779562880927,0.0189852464648543,0.0207778870218453,0.0286171578438505,0.0240119539582848,0.0211994962556434,0.0096523193207111,0.0081083061423826,0.0093249303364826,0.0077715057802191,0.0096891968815187,0.0094698608018835,0.0063757459948991,0.0092213516109805,0.0053657262298078,0.0113343873133594,0.0085957619691196,14657.14
278,2024-10-02 13:10:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0038238137806239,0.0013057624302908,0.0016751530761739,0.0016417531325393,0.0010675378242364,0.0,0.0018311027984879,0.0003321349745701,0.0002294182509734,0.0,0.0,0.0010545599726596,0.0516681712964691,0.0294062215058043,0.0281927139480573,0.0204976134055949,0.0375182730896869,0.0310413363127893,0.0348479157451159,0.022793524275523,0.019401427680437,0.0277949096017129,0.0240201917299535,0.026488320093028,0.0233437759511257,0.0106286289501535,0.0110251172271276,0.0056717749037206,0.0075913672185058,0.0089724650383431,0.0114130860244459,0.0079242845364486,0.0117308294160908,0.008047342316103,0.0127339413545138,0.0073264599047173,14657.14
284,2024-10-02 13:40:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0059844530140055,0.0020435811887927,0.0025455347859062,0.002696391116391,0.0,0.0017042058985098,0.0012332925021244,0.001214602857965,0.0010487459036507,0.0020281855328824,0.0006905120769628,0.0022556029142209,0.0565252504956626,0.0321705606186245,0.0310065143058172,0.0328960592257653,0.034253514802305,0.0370406886963362,0.0350274631521655,0.0357557262006624,0.0274371123118555,0.0226278459319251,0.0311538345003687,0.0302961552813075,0.0253064422468041,0.0115222483823059,0.0121132559023502,0.0098620761226446,0.0091347588087261,0.0100767746500968,0.0111972741393848,0.0074607686913481,0.012477951969013,0.0084354561195686,0.0123478094047266,0.0105955361664639,14657.14
290,2024-10-02 14:10:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.0087985031298736,0.0030045278062445,0.0040349496805735,0.0031927500957283,0.0030071314191895,0.0031358959852166,0.0036232894104203,0.0035817953393089,0.0014714489832907,0.0019365875350701,0.001312418995256,0.0021577675533265,0.0613788150410811,0.0349328994151022,0.0319862957992256,0.0315389938919117,0.0325857613863077,0.0356867025556772,0.0422673669428569,0.0378848421010305,0.0260928211377637,0.0298322870295979,0.0386940227212753,0.0270420281858646,0.0270088043166157,0.0122973489837135,0.0135447743619214,0.0124061276613746,0.0092536784621719,0.0124879881535413,0.0122689468000598,0.0094773527835375,0.0136587361427205,0.0105616769414552,0.0131983233959212,0.0115403377833018,14657.14
296,2024-10-02 14:40:00,Advert,Advert,0.5691361006389761,0.3414817,0.5691361,0.4553089,27000000.0,21500000.0,7.0,1.0,0.012152054799557,0.0041497043314458,0.0039419950675221,0.0013037032110258,0.0020681276772966,0.0025633030195555,0.0024652210726107,0.0041651000427621,0.00313363706612,0.0038513087157258,0.003159814261972,0.0037820426996412,0.0661361212715272,0.037640454129604,0.0382676751278168,0.0326555368239837,0.0434354762401292,0.0451418556370593,0.0433645057285306,0.038202342434699,0.0210076662569088,0.0317178788862377,0.0340225942979514,0.039685892886635,0.0283787873193074,0.0129211144376878,0.0155206278543741,0.0110922429685597,0.0105607244666395,0.0129766699485256,0.0117969267607228,0.0101774488921563,0.0125653479819959,0.0067115803619596,0.0101213689927959,0.0105496295786714,14657.14
309,2024-10-02 15:45:00,Advert,Advert,0.5160656186442824,0.3096394,0.5160656,0.5160656,35000000.0,112544580.0,5.0,1.0,0.0197418614975679,0.00611285814899,0.0065912250652463,0.0041132197629302,0.007090947863083,0.0044619085170649,0.0039923105780011,0.0053085116815932,0.0066909007179252,0.0066024645779512,0.0081164749922313,0.0053017251685586,0.0756558053578155,0.0390433585854642,0.0406424872692916,0.0393319694135986,0.0379417869114936,0.0445942116119248,0.0331505832909663,0.046703678167686,0.0290243995829581,0.0384180629310745,0.0347682879585613,0.0391540362371411,0.0299414644101211,0.0154517597956878,0.0153662851579547,0.0156881441080972,0.0157188327254373,0.0122807801350856,0.0153697964266401,0.0090349990477261,0.014984976941396,0.0129767980363894,0.0156660094291805,0.013029454941189,46210.7
315,2024-10-02 16:15:00,Advert,Advert,0.5160656186442824,0.3096394,0.5160656,0.5160656,35000000.0,112544580.0,5.0,1.0,0.0223704598166286,0.006926775755345,0.0076977836297197,0.002771423414067,0.007626205721227,0.0057655227220754,0.0029521620705795,0.0070325066183844,0.0053411285026553,0.0053492806273274,0.009673105188371,0.0048873870505514,0.0794769886722847,0.0410153398453558,0.043773829942811,0.0327157643220591,0.0427208825297836,0.0395303293208802,0.0459775704979657,0.0379648828671424,0.0298909510946022,0.0315617094692775,0.0370310941248941,0.0466567348899468,0.0299414644101211,0.0154517597956878,0.0146725520653038,0.0139422982043019,0.0178958922153808,0.0162064400085122,0.0156742982865632,0.0114286564684396,0.0149964162915078,0.0122724236497568,0.0155454368017495,0.0113504406918689,46210.7
321,2024-10-02 16:45:00,Advert,Advert,0.5160656186442824,0.3096394,0.5160656,0.5160656,35000000.0,112544580.0,5.0,1.0,0.0238132305182458,0.0073735144097313,0.005911741264761,0.0046857244543838,0.0061839505389024,0.0051381015112848,0.0028838289618255,0.0070764292259651,0.0078077034271672,0.0074558517098984,0.0088801354507335,0.0067406471915987,0.082812681060916,0.0427367759393102,0.0413811917760672,0.0386236177950725,0.0394491393833541,0.0463117070795051,0.0454866967234104,0.043402516892938,0.0274515610364093,0.0314292825087983,0.0383540416856414,0.0399073648071181,0.0294772655973126,0.0152122027568365,0.0170010439130977,0.0163961128103013,0.0160211910198795,0.0139934915461044,0.0127525697501305,0.0108995205101005,0.0152209463944873,0.0121436082889494,0.0152946690766701,0.0102766762019134,46210.7
327,2024-10-02 17:15:00,Advert,Advert,0.5160656186442824,0.3096394,0.5160656,0.5160656,35000000.0,112544580.0,5.0,1.0,0.0238132305182458,0.0073735144097313,0.0072562504389331,0.0036693974237479,0.0047832974041227,0.0075497651872553,0.0059010678576765,0.001999720944356,0.0075712976454618,0.0086848407329311,0.0075421629565841,0.0053390766186111,0.0855843115203733,0.0441671190753483,0.0465604839743093,0.0449733180353039,0.0420732010809045,0.0474836570823891,0.0510490464059299,0.0467270738128771,0.0346421605100782,0.0308397016008081,0.0382381416395093,0.0435447818527929,0.0285703469009603,0.0147441732156522,0.0153107114638456,0.0136680358944453,0.0156490311022702,0.0153771493279902,0.0133059622324834,0.010563972071957,0.013703679994111,0.013859069135959,0.0147827332437866,0.0130511844742959,46210.7
333,2024-10-02 17:45:00,Advert,Advert,0.5160656186442824,0.3096394,0.5160656,0.5160656,35000000.0,112544580.0,5.0,1.0,0.0223704598166286,0.006926775755345,0.0077229215530921,0.0028738893078121,0.0035255410376921,0.0056862531031346,0.0033657631358472,0.0033742443219993,0.0089573888241732,0.0092809998782774,0.0073890935389259,0.0064861963108906,0.087725100157705,0.0452719064479461,0.0419185707870027,0.0370357786071189,0.0443951702788911,0.0458456779736998,0.0399039044437531,0.0440190228185972,0.0282972261878402,0.0368733437404794,0.0437738571386527,0.0453978493638004,0.0272620184525669,0.014068989909935,0.0129813431167257,0.0139402027476891,0.0164791495067883,0.0133474788147547,0.0122446582385948,0.0113405903921644,0.0155579929892874,0.0114864881667657,0.015466468125592,0.0105149445315199,46210.7
340,2024-10-02 18:20:00,Advert,Advert,0.5927093236416787,0.2370837,0.5927093,0.4741675,25000000.0,156822020.0,5.0,1.5,0.0192176976700033,0.0045562028690857,0.0072256307599791,0.0048005749685388,0.0007190978138523,0.0037388621052329,0.001614818085458,0.0,0.0048061226781938,0.0064071604822858,0.0055962132736935,0.0034166788235388,0.0893562424820156,0.0529622759321457,0.052675667882296,0.0447668264784056,0.0567325215321475,0.0524219298834698,0.0535638741352114,0.0537960670364363,0.0416164225658756,0.0391268340136367,0.0544648086208271,0.0495894559083287,0.0253064422468041,0.0119994924540615,0.0113549231422057,0.0134503100417338,0.0142032026538841,0.0150922079558367,0.0114832852002809,0.0092978312582578,0.0130379191122222,0.0105724867794496,0.0112585462052443,0.010424826737218,78055.93
346,2024-10-02 18:50:00,Advert,Advert,0.5927093236416787,0.2370837,0.5927093,0.4741675,25000000.0,156822020.0,5.0,1.5,0.0157669336715824,0.0037380829725133,0.0067290607770522,0.0032787986450189,0.0029869195174318,0.0042270356524138,0.0016244269550844,0.0005296465147603,0.0044310577393166,0.0057478786173554,0.0062190503428195,0.0043215012403176,0.0899719944214542,0.053327237833144,0.049081850196419,0.038530501586393,0.0494058992598757,0.0561598380262721,0.0517521692098688,0.0563611811695134,0.03727598936941,0.0409855707828252,0.0569868773544676,0.0503055653496383,0.0233437759511257,0.0110688598833054,0.0112555925916097,0.0118892919564944,0.0116670478574509,0.0110468731814127,0.0105190538914154,0.0086124665449995,0.0115955460226615,0.0100296950038598,0.011588100453676,0.0091777750032026,78055.93
352,2024-10-02 19:20:00,Advert,Advert,0.5927093236416787,0.2370837,0.5927093,0.4741675,25000000.0,156822020.0,5.0,1.5,0.0121520547995544,0.0028810541144811,0.0037027746094871,0.0015967272133251,0.0007779885254138,0.0023206756705871,0.0002774741025784,0.0016627035669959,0.0019397163677364,0.0054250543899875,0.0040902898269792,0.0035743350971137,0.0898484994021324,0.0532540411866883,0.0532299122186384,0.0464899086917375,0.0483832341992251,0.0535638409531213,0.0493694448896118,0.0527232391272321,0.0348695179912598,0.0443013028575703,0.0492536015708747,0.0561199632281301,0.0211994962556434,0.0100521121407978,0.0086211842028613,0.0114083655724461,0.0105507202937127,0.0087016251150852,0.0080812106552365,0.007740620749724,0.010693355864325,0.0096528908080176,0.0107307733220903,0.0103625873226981,78055.93
358,2024-10-02 19:50:00,Advert,Advert,0.5927093236416787,0.2370837,0.5927093,0.4741675,25000000.0,156822020.0,5.0,1.5,0.0087985031297681,0.002085981676467,0.0035527228640769,0.0007200921787011,0.0024487621826193,0.0003482842899318,0.0,0.0009935272851492,0.0,0.0056273037573501,0.003099234016201,0.0049290518560706,0.0889888527049395,0.0527445205945478,0.0469305267556845,0.0433014697754021,0.0439864513867085,0.0481151145279464,0.0475440613623105,0.053347842106827,0.0411851436183835,0.0400388500258307,0.0520136228971029,0.056717041056029,0.0189537306064319,0.0089872430573253,0.0107648920187693,0.0103825671693391,0.0118598990487095,0.0082125808784337,0.0085645063672724,0.0067110145519678,0.0092197770618029,0.0082314582596283,0.0098317718087321,0.0100346359475364,78055.93
364,2024-10-02 20:20:00,Advert,Advert,0.5927093236416787,0.2370837,0.5927093,0.4741675,25000000.0,156822020.0,5.0,1.5,0.0059844530106551,0.0014188162622422,0.0032563097984401,0.0,0.0,0.0011132646545419,0.0,0.0025802734096241,0.0010780521890159,0.0059260026343521,0.0029007747621442,0.004088858222552,0.0874145304132999,0.0518114051310957,0.0455995194135715,0.0415225487001744,0.0501487060082783,0.0488638209191902,0.0501158946047016,0.05618549215481,0.036659495150702,0.0437582636064153,0.0375091914867783,0.052040007610589,0.0166831955141983,0.0079106291089786,0.007982218970796,0.011173887412384,0.0093321067775297,0.0073914632435194,0.006161359242701,0.0062923026049873,0.0075850352865358,0.0071688235152107,0.0088612340611315,0.0092063941777286,78055.93
371,2024-10-02 20:55:00,Advert,Advert,0.7150257632665373,0.4290155,0.7150258,0.7150258,16000000.0,53478166.0,4.0,1.5,0.0035272520373916,0.0015132457964476,0.0004160604578839,0.0002017314859313,0.0016161989508217,0.001636860817544,0.0003389428582997,0.0,0.0,0.0025949249134735,0.0021635083364417,0.0030809818763949,0.0847275023481941,0.0605823501485193,0.0568881111198248,0.0463912864722008,0.0591606597736263,0.0557139467949313,0.0620960901327197,0.0611104552240837,0.0419928269979825,0.0542340009793972,0.0547689460232621,0.0637216991256802,0.0140946646898499,0.0100780488955916,0.0120266292393469,0.0126471428760747,0.0117181572945603,0.0115106300613656,0.0082169114867224,0.0089770295967741,0.0101016981761961,0.008573014677024,0.009509832972959,0.0092533277968423,42965.17
377,2024-10-02 21:25:00,Advert,Advert,0.7150257632665373,0.4290155,0.7150258,0.7150258,16000000.0,53478166.0,4.0,1.5,0.002095277022185,0.0008989063193112,0.000643984273679,0.002735007395397,0.0,0.0026133660887565,0.0,0.0001280327407474,0.0007209698115504,0.0041032847604864,0.0,0.000571220528433,0.0817597935346965,0.0584603617799812,0.0474286473943713,0.0434695879528684,0.061748928342358,0.0497501646191749,0.0539751642882656,0.058650612584393,0.0417914233805298,0.039515658358072,0.0503364185329123,0.067075279976394,0.0119935036973699,0.0085756645760148,0.0087172786771754,0.0109886914105347,0.0124724011449038,0.0099364796622449,0.0066917224316008,0.008482526127875,0.0103220843389288,0.0087562539781142,0.0087353707912729,0.008562550481311,42965.17
383,2024-10-02 21:55:00,Advert,Advert,0.7150257632665373,0.4290155,0.7150258,0.7150258,16000000.0,53478166.0,4.0,1.5,0.0011692382185036,0.0005016213189304,0.0,0.0028022549014134,6.760437460740143e-05,0.0006332514452546,0.0,0.0006845357674925,0.0,0.0020168591972752,0.0031200123174204,1.5078902439438665e-05,0.0782530379714745,0.0559529410779839,0.0471547377209835,0.0435594278427712,0.0493343239563132,0.0434927889297036,0.0497001805644895,0.0579668309603061,0.0356368169481691,0.0401491882757506,0.0439188418098604,0.0565475123398665,0.0100476549665395,0.0071843325305739,0.0075571655498085,0.0105673270198196,0.0110025919374334,0.0084995282844654,0.0084178989376656,0.0082299440467677,0.0069741108635545,0.0065342090430063,0.0087970244569548,0.0075728876939269,42965.17
389,2024-10-02 22:25:00,Advert,Advert,0.7150257632665373,0.4290155,0.7150258,0.7150258,16000000.0,53478166.0,4.0,1.0,0.0006129444960811,0.0002629626894585,0.0003668809579734,0.001647378004631,1.16939786006794e-05,0.0014973938559408,0.0,0.0,3.2346877770582326e-05,8.67860953045399e-05,0.000108479200215,0.0026930783527034,0.0742891169467042,0.0531186352761107,0.0412774183149931,0.0313776855624301,0.0545438534850831,0.0429067413847441,0.0458021711968494,0.0605168196417167,0.0338387287729643,0.0398960994189559,0.0414715341883033,0.0590731756964665,0.0082875349088609,0.0059258012782362,0.008930267657074,0.007273969091264,0.0068125309789044,0.0055072047904894,0.0045606252544224,0.0051299204802527,0.0042877492910394,0.0042224564230302,0.0086102188663966,0.0071461236328051,28643.45
396,2024-10-02 23:00:00,Advert,Advert,0.4903936640587162,0.1961575,0.4903937,0.4903937,44000000.0,48190704.0,4.0,1.0,0.000266615916918,5.229871172284365e-05,0.0,0.0,0.0001228911296945,0.0,0.0,0.0,0.0,0.0,0.0030161446052721,0.0,0.0692068743681812,0.0339386151868475,0.0309565790826455,0.0280616021701503,0.0355444863247693,0.0314270480170415,0.0304784681738405,0.032449084658399,0.0201995277100459,0.0273249921056689,0.0289141782289782,0.0335203151178743,0.0064915433914067,0.0031834119824225,0.0019186280578528,0.0049453426503026,0.0037919689090256,0.0036053086221382,0.0014272350426008,0.0038931097101256,0.0032713588737214,0.0024161763344165,0.0039719555280283,0.0047571785066787,43857.21
402,2024-10-02 23:30:00,Advert,Advert,0.4903936640587162,0.1961575,0.4903937,0.4903937,44000000.0,48190704.0,4.0,1.0,0.0001220656615534,2.39440950061725e-05,0.0,0.0,0.0,0.0,0.000907710805432,0.0,0.0,0.0026211154852724,0.0001872081210116,0.0002261481347527,0.0645669301480909,0.0316632157729638,0.0216154928345864,0.0226062872353196,0.0307498433392517,0.024653385190304,0.0356976630984093,0.0309486942251811,0.0246496047622774,0.0201669852127713,0.0235370989989429,0.0375030524747119,0.0051787052657816,0.0025396044364961,0.0035863474069671,0.0046915386996951,0.001654957107376,0.0018132222839393,0.0030442414941745,0.0025175556706461,0.0029636509194767,0.0026099114948035,0.0040595639335528,0.00325491148327,43857.21
411,2024-10-03 07:15:00,Advert,Advert,0.5468350266904148,0.328101,0.546835,0.218734,5000000.0,12666449.0,4.0,1.0,0.0145386643123397,0.0047701502995429,0.0,0.0053429237161443,0.0006751573039676,0.0056370168691245,0.0066282120785355,0.0055259856700528,0.0077180503584027,7.197645581473858e-05,0.0023044930528171,0.0070135859983,0.0167210460095905,0.0091436531946544,0.0097282305408128,0.0016952669253213,0.0055214061106684,0.0053042248974108,0.0070210282056552,0.0036982501234745,0.0110730566658823,0.0098496590013464,0.0059699180285262,0.0092871971808007,0.0027627466586762,0.0006043066276388,0.0,0.0030973757959253,7.297370639343971e-06,0.0003569074294182,0.0,0.0009031779493714,0.0037341083370807,0.0013506578356081,0.0003404778092303,0.0,9799.93
418,2024-10-03 07:50:00,Advert,Advert,0.5087381104137227,0.2034952,0.5087381,0.3052429,15000000.0,4045770.0,7.0,1.0,0.0106003827519525,0.0021571270081851,0.0010962245814171,0.0030967028671817,0.0,0.0036143683948036,0.0014663928896168,0.0021844473547809,0.0026368312867811,0.0008705456762888,0.0001713693995891,0.0036716138465966,0.01737421277944,0.008838923998408,0.0171623808866293,0.0053594988191707,0.0044309358606148,0.0057520079605821,0.0,0.0110517248894546,0.0069688581049897,0.0169178703536815,0.0055338893566357,0.0107100654004035,0.0037440717380837,0.0011428513151407,0.0,0.0007764740204324,0.0008659172571668,0.0,0.000112465713086,0.0023559734570822,0.0016195064402608,0.0,0.0007416517484692,0.0010427760324115,7550.7
424,2024-10-03 08:20:00,Advert,Advert,0.5087381104137227,0.2034952,0.5087381,0.3052429,15000000.0,4045770.0,7.0,1.0,0.0061686919179454,0.0012552991955806,0.0,0.004705815774749,0.001013181115525,0.0031510881938112,0.0015916084093996,0.0002209530663433,0.0034654674474046,0.0040533889106058,0.0,0.0012098767121135,0.0184897108752507,0.0094064203802244,0.0124079788386517,0.0057095965863553,0.0039744444329129,0.0061351448678127,0.0050303266444562,0.0110430696680081,0.0111775353251738,0.0021961232382715,0.0060690306013751,0.0080176287408297,0.0047869532114019,0.0014611834804126,0.0015632710677344,1.2041993368075294e-05,0.0003238866909516,0.0030238310264878,0.0005958590230885,0.0008772846658069,0.002652638823169,0.0005881011247451,0.002196091078587,0.0,7550.7
430,2024-10-03 08:50:00,Advert,Advert,0.5087381104137227,0.2034952,0.5087381,0.3052429,15000000.0,4045770.0,7.0,1.0,0.0027998058268459,0.0005697470466951,0.0,0.0020695841981259,0.0001118810953207,0.0041250305805619,0.0018901078502705,0.0010191432428308,0.0001559386684658,0.001227362019421,4.62312239238278e-05,0.002090822143898,0.0201101061305944,0.0102307771836769,0.0103220319238162,0.0044137067138548,0.0049827371313397,0.0081903959817922,0.0087570957953255,0.0115022510716215,0.0142724958687191,0.0179742336346254,0.0126724223178312,0.0141237898977496,0.0060307572408868,0.0018408458294043,0.0023644045390301,0.0035035789936123,0.0013723527236098,0.0030464666495424,0.0,0.0021625217061388,0.0016927328796877,0.0028432448014829,0.0,0.0015560057401635,7550.7
436,2024-10-03 09:20:00,Advert,Advert,0.5087381104137227,0.2034952,0.5087381,0.3052429,15000000.0,4045770.0,7.0,1.0,0.0010013930449416,0.000203778677959,0.0,0.0,0.0,0.002483960491569,0.0008632331592455,0.0002663779147063,2.627958355409927e-05,0.0,0.0004793372197128,0.0013645238471381,0.0222232823092846,0.011305830417789,0.0168741360864242,0.0027560842467984,0.0076541318753929,0.0079723116233775,0.0043584773484077,0.0179576657233209,0.0144138720231929,0.0148201052610326,0.013803010662069,0.0147246347323198,0.0074830757137409,0.0022841557317818,0.0013276695239023,0.0019295533126836,0.0007905366961098,0.0013228624846727,0.0021240549145002,0.0029900272754329,0.0023075260934346,0.002842689163092,0.0035907249553859,0.0,7550.7
442,2024-10-03 09:50:00,Advert,Advert,0.5087381104137227,0.2034952,0.5087381,0.3052429,15000000.0,4045770.0,7.0,1.0,0.0003100275224545,6.308911268738665e-05,0.0013407396574529,0.0026905572455703,0.0,0.001745817881516,0.0,0.0,0.000162510003127,7.841864774424841e-05,0.0,0.0004111737131613,0.0248119296972706,0.012622773971523,0.0143427435063823,0.00582299475429,0.0088034319111455,0.0154852035080572,0.00691753144582,0.0100450254604942,0.0097246709818818,0.0164582228028822,0.0105132730108623,0.0134291073159305,0.0091429928291224,0.0027908336458405,0.0022031279031571,0.0021551397379317,0.0032773357290407,0.0025404111081825,0.0032106928694754,0.0020782183593321,0.0036454917325363,0.0011240572753554,0.0034788741930997,0.0034668826517917,7550.7
